match_id,date,team_a,team_b,stage,group,venue,status,team_a_is_tbd,team_b_is_tbd,fixture_has_tbd_team,team_a_current_elo,team_b_current_elo,elo_difference,elo_expected_score_team_a,team_a_rating_missing,team_b_rating_missing,team_a_elo_rating,team_b_elo_rating,elo_rating_diff,team_a_elo_rank,team_b_elo_rank,elo_rank_diff,team_a_fifa_rank,team_b_fifa_rank,fifa_rank_diff,team_a_fifa_points,team_b_fifa_points,fifa_points_diff,team_a_form_points_last_3,team_a_win_rate_last_3,team_a_form_points_last_5,team_a_win_rate_last_5,team_a_form_points_last_10,team_a_win_rate_last_10,team_a_draw_rate_last_5,team_a_loss_rate_last_5,team_b_form_points_last_3,team_b_win_rate_last_3,team_b_form_points_last_5,team_b_win_rate_last_5,team_b_form_points_last_10,team_b_win_rate_last_10,team_b_draw_rate_last_5,team_b_loss_rate_last_5,form_points_last_5_diff,win_rate_last_5_diff,loss_rate_last_5_diff,team_a_goals_for,team_a_goals_against,team_a_clean_sheet_flag,team_a_goals_for_avg_last_3,team_a_goals_against_avg_last_3,team_a_goal_diff_avg_last_3,team_a_goals_for_avg_last_5,team_a_goals_against_avg_last_5,team_a_goal_diff_avg_last_5,team_a_goals_for_avg_last_10,team_a_goals_against_avg_last_10,team_a_goal_diff_avg_last_10,team_a_goals_for_sum_last_5,team_a_clean_sheet_rate_last_5,team_b_goals_for,team_b_goals_against,team_b_clean_sheet_flag,team_b_goals_for_avg_last_3,team_b_goals_against_avg_last_3,team_b_goal_diff_avg_last_3,team_b_goals_for_avg_last_5,team_b_goals_against_avg_last_5,team_b_goal_diff_avg_last_5,team_b_goals_for_avg_last_10,team_b_goals_against_avg_last_10,team_b_goal_diff_avg_last_10,team_b_goals_for_sum_last_5,team_b_clean_sheet_rate_last_5,goals_for_avg_last_5_diff,goals_against_avg_last_5_diff,goal_diff_avg_last_5_diff,clean_sheet_rate_last_5_diff,h2h_matches_last_10,h2h_team_a_wins_last_10,h2h_team_b_wins_last_10,h2h_draws_last_10,h2h_team_a_win_rate_last_10,h2h_goal_diff_team_a_last_10,is_world_cup_match,is_friendly,is_qualifier,is_knockout,is_group_stage,is_neutral,stage_encoded,tournament_importance_score,team_a_days_since_last_match,team_a_matches_last_30_days,team_b_days_since_last_match,team_b_matches_last_30_days,rest_days_diff,match_congestion_diff,is_predictable_now
55,2026-06-25,Curaçao,Ivory Coast,Group Stage,Group E,Lincoln Financial Field,scheduled,False,False,False,1294.76909,1540.869533,-246.10044300000004,0.1951844630745869,False,False,,,,,,,82.0,33.0,-49.0,1294.76909,1540.869533,-246.10044300000004,4.0,0.3333333333333333,4.0,0.2,12.0,0.3,0.2,0.6,6.0,0.6666666666666666,12.0,0.8,22.0,0.7,0.0,0.2,-8.0,-0.6000000000000001,0.39999999999999997,0.0,2.0,0.0,1.6666666666666667,2.3333333333333335,-0.6666666666666666,1.4,3.2,-1.8,1.7,1.9,-0.2,7.0,0.4,1.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.4,0.6,0.8,2.0,0.9,1.1,7.0,0.6,0.0,2.6,-2.6,-0.19999999999999996,0,0,0,0,,,True,False,False,False,True,False,0,4,5,4,5,3,0,1,True
56,2026-06-25,Ecuador,Germany,Group Stage,Group E,MetLife Stadium,scheduled,False,False,False,1598.51582,1735.771984,-137.2561639999999,0.3121450523030563,False,False,,,,,,,23.0,10.0,-13.0,1598.51582,1735.771984,-137.2561639999999,4.0,0.3333333333333333,10.0,0.6,17.0,0.4,0.2,0.2,6.0,0.6666666666666666,12.0,0.8,27.0,0.9,0.0,0.2,-2.0,-0.20000000000000007,0.0,0.0,2.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.4,0.6,0.8,1.2,0.6,0.6,7.0,0.4,1.0,1.0,0.0,3.3333333333333335,1.3333333333333333,2.0,3.2,1.0,2.2,3.1,0.9,2.2,16.0,0.2,-1.8000000000000003,-0.4,-1.4000000000000001,0.2,2,0,2,0,0.0,-2.5,True,False,False,False,True,False,0,4,5,4,5,4,0,0,True
57,2026-06-26,Japan,Winner UEFA Playoff B,Group Stage,Group F,AT&T Stadium,scheduled,False,False,False,1661.576187,,,,False,True,,,,,,,18.0,,,1661.576187,,,5.0,0.3333333333333333,11.0,0.6,24.0,0.7,0.4,0.0,,,,,,,,,,,,1.0,2.0,0.0,2.3333333333333335,1.0,1.3333333333333333,1.8,0.6,1.2,2.0,0.7,1.3,9.0,0.6,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,1,4,,0,,4,False
58,2026-06-26,Tunisia,Netherlands,Group Stage,Group F,Arrowhead Stadium,scheduled,False,False,False,1476.405088,1751.097835,-274.69274700000005,0.17061731293906382,False,False,,,,,,,46.0,8.0,-38.0,1476.405088,1751.097835,-274.69274700000005,0.0,0.0,1.0,0.0,9.0,0.2,0.2,0.8,7.0,0.6666666666666666,10.0,0.6,21.0,0.6,0.2,0.2,-9.0,-0.6,0.6000000000000001,1.0,3.0,0.0,0.3333333333333333,4.666666666666667,-4.333333333333333,0.2,3.0,-2.8,0.9,2.1,-1.2,1.0,0.2,1.0,1.0,0.0,3.3333333333333335,1.3333333333333333,2.0,2.4,1.2,1.2,2.4,0.9,1.5,12.0,0.0,-2.1999999999999997,1.8,-4.0,0.2,4,0,2,2,0.0,-1.5,True,False,False,False,True,False,0,4,1,5,1,5,0,0,True
59,2026-06-26,Winner UEFA Playoff C,United States,Group Stage,Group D,SoFi Stadium,scheduled,False,False,False,,1671.2341,,,True,False,,,,,,,,17.0,,,1671.2341,,,,,,,,,,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.4,1.6,0.8,2.3,1.8,0.5,12.0,0.2,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,1,5,,-5,False
60,2026-06-26,Paraguay,Australia,Group Stage,Group D,Levi's Stadium,scheduled,False,False,False,1505.349689,1579.34264,-73.99295100000018,0.3950967957368541,False,False,,,,,,,40.0,27.0,-13.0,1505.349689,1579.34264,-73.99295100000018,5.0,0.3333333333333333,8.0,0.4,14.0,0.4,0.4,0.2,4.0,0.3333333333333333,5.0,0.2,11.0,0.3,0.4,0.4,3.0,0.2,-0.2,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.4,1.0,0.4,1.2,1.2,0.0,7.0,0.6,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,0.8,-0.2,1.0,1.1,-0.1,3.0,0.4,0.7999999999999999,0.19999999999999996,0.6000000000000001,0.19999999999999996,6,0,2,4,0.0,-0.3333333333333333,True,False,False,False,True,False,0,4,1,4,1,5,0,-1,True
61,2026-06-26,Norway,France,Group Stage,Group I,Gillette Stadium,scheduled,False,False,False,1557.437664,1869.428449,-311.99078499999996,0.14234315723900592,False,False,,,,,,,31.0,3.0,-28.0,1557.437664,1869.428449,-311.99078499999996,6.0,0.6666666666666666,10.0,0.6,18.0,0.5,0.2,0.2,9.0,1.0,15.0,1.0,27.0,0.9,0.0,0.0,-5.0,-0.4,0.2,2.0,1.0,0.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.4,1.8,0.6,2.2,1.4,0.8,12.0,0.0,1.0,0.0,1.0,3.3333333333333335,0.3333333333333333,3.0,3.2,0.6,2.6,2.9,0.8,2.1,16.0,0.4,-0.8000000000000003,1.2000000000000002,-2.0,-0.4,10,2,4,4,0.2,-0.6,True,False,False,False,True,False,0,4,4,4,4,4,0,0,True
62,2026-06-26,Senegal,Winner FIFA Playoff 2,Group Stage,Group I,BMO Field,scheduled,False,False,False,1686.412769,,,,False,True,,,,,,,15.0,,,1686.412769,,,3.0,0.3333333333333333,4.0,0.2,16.0,0.5,0.2,0.6,,,,,,,,,,,,2.0,3.0,0.0,2.6666666666666665,2.0,0.6666666666666666,2.0,1.8,0.2,1.7,1.3,0.4,10.0,0.4,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,4,4,,0,,4,False
63,2026-06-27,Cabo Verde,Saudi Arabia,Group Stage,Group H,NRG Stadium,scheduled,False,False,False,1371.10798,1421.538339,-50.43035899999995,0.427930305650338,False,False,,,,,,,67.0,61.0,-6.0,1371.10798,1421.538339,-50.43035899999995,,,,,,,,,2.0,0.0,5.0,0.2,8.0,0.2,0.4,0.4,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.3333333333333333,1.6666666666666667,-1.3333333333333333,1.0,1.4,-0.4,0.8,1.6,-0.8,5.0,0.4,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,1,6,,-6,False
64,2026-06-27,Uruguay,Spain,Group Stage,Group H,Estadio Akron,scheduled,False,False,False,1673.068603,1873.013187,-199.94458400000008,0.2403113057613545,False,False,,,,,,,16.0,2.0,-14.0,1673.068603,1873.013187,-199.94458400000008,3.0,0.0,4.0,0.0,15.0,0.3,0.8,0.2,7.0,0.6666666666666666,11.0,0.6,22.0,0.6,0.4,0.0,-7.0,-0.6,0.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.8,-0.8,1.1,1.0,0.1,5.0,0.2,3.0,0.0,1.0,1.6666666666666667,0.0,1.6666666666666667,1.8,0.4,1.4,2.2,0.4,1.8,9.0,0.6,-0.8,1.4,-2.2,-0.39999999999999997,10,0,6,4,0.0,-0.9,True,False,False,False,True,False,0,4,1,3,1,5,0,-2,True
65,2026-06-27,Egypt,Iran,Group Stage,Group G,Lumen Field,scheduled,False,False,False,1562.367246,1619.58163,-57.21438399999988,0.4183981856985517,False,False,,,,,,,29.0,20.0,-9.0,1562.367246,1619.58163,-57.21438399999988,5.0,0.3333333333333333,8.0,0.4,16.0,0.4,0.4,0.2,5.0,0.3333333333333333,11.0,0.6,16.0,0.4,0.4,0.0,-3.0,-0.19999999999999996,0.2,1.0,1.0,0.0,1.6666666666666667,1.0,0.6666666666666666,1.4,1.0,0.4,1.4,0.8,0.6,7.0,0.2,1.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.4,0.6,1.8,1.6,0.7,0.9,12.0,0.6,-1.0,0.4,-1.4,-0.39999999999999997,2,0,0,2,0.0,0.0,True,False,False,False,True,False,0,4,1,5,1,5,0,0,True
66,2026-06-27,New Zealand,Belgium,Group Stage,Group G,BC Place,scheduled,False,False,False,1275.581062,1742.235945,-466.6548829999999,0.06378772641248333,False,False,,,,,,,85.0,9.0,-76.0,1275.581062,1742.235945,-466.6548829999999,1.0,0.0,4.0,0.2,5.0,0.1,0.2,0.6,5.0,0.3333333333333333,11.0,0.6,22.0,0.6,0.4,0.0,-7.0,-0.39999999999999997,0.6,1.0,5.0,0.0,1.0,2.0,-1.0,1.4,2.2,-0.8,0.9,1.9,-1.0,7.0,0.0,3.0,2.0,0.0,2.0,0.6666666666666666,1.3333333333333333,2.6,0.4,2.2,3.1,0.8,2.3,13.0,0.6,-1.2000000000000002,1.8000000000000003,-3.0,-0.6,1,0,1,0,0.0,-4.0,True,False,False,False,True,False,0,4,1,5,1,5,0,0,True
67,2026-06-27,Panama,England,Group Stage,Group L,MetLife Stadium,scheduled,False,False,False,1539.155509,1827.048678,-287.89316900000017,0.16013199505589637,False,False,,,,,,,34.0,4.0,-30.0,1539.155509,1827.048678,-287.89316900000017,1.0,0.0,4.0,0.2,12.0,0.3,0.2,0.6,7.0,0.6666666666666666,13.0,0.8,23.0,0.7,0.2,0.0,-9.0,-0.6000000000000001,0.6,0.0,2.0,0.0,0.3333333333333333,1.0,-0.6666666666666666,1.4,2.2,-0.8,1.4,1.5,-0.1,7.0,0.0,2.0,1.0,0.0,2.0,0.6666666666666666,1.3333333333333333,2.0,0.4,1.6,2.0,0.4,1.6,10.0,0.8,-0.6000000000000001,1.8000000000000003,-2.4000000000000004,-0.8,1,0,1,0,0.0,-5.0,True,False,False,False,True,False,0,4,4,5,4,4,0,1,True
68,2026-06-27,Croatia,Ghana,Group Stage,Group L,Lincoln Financial Field,scheduled,False,False,False,1714.865572,1346.881205,367.984367,0.8926680381309652,False,False,,,,,,,11.0,73.0,62.0,1714.865572,1346.881205,367.984367,6.0,0.6666666666666666,9.0,0.6,21.0,0.7,0.0,0.4,4.0,0.3333333333333333,5.0,0.2,8.0,0.2,0.4,0.4,4.0,0.39999999999999997,0.0,1.0,2.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.4,1.6,-0.2,1.9,1.5,0.4,7.0,0.2,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,1.0,-0.4,0.6,1.5,-0.9,3.0,0.4,0.7999999999999999,0.6000000000000001,0.2,-0.2,0,0,0,0,,,True,False,False,False,True,False,0,4,4,4,4,3,0,1,True
69,2026-06-27,Colombia,Portugal,Group Stage,Group K,Hard Rock Stadium,scheduled,False,False,False,1698.351858,1766.177547,-67.82568900000001,0.40361233470264757,False,False,,,,,,,13.0,5.0,-8.0,1698.351858,1766.177547,-67.82568900000001,7.0,0.6666666666666666,13.0,0.8,20.0,0.6,0.2,0.0,5.0,0.3333333333333333,11.0,0.6,19.0,0.5,0.4,0.0,2.0,0.20000000000000007,0.0,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.8,0.4,1.4,1.6,0.8,0.8,9.0,0.6,2.0,1.0,0.0,2.0,0.3333333333333333,1.6666666666666667,2.0,0.6,1.4,2.3,0.8,1.5,10.0,0.4,-0.19999999999999996,-0.19999999999999996,0.0,0.19999999999999996,0,0,0,0,,,True,False,False,False,True,False,0,4,4,4,4,4,0,0,True
70,2026-06-27,Winner FIFA Playoff 1,Uzbekistan,Group Stage,Group K,Mercedes-Benz Stadium,scheduled,False,False,False,,1461.208132,,,True,False,,,,,,,,50.0,,,1461.208132,,,,,,,,,,0.0,0.0,1.0,0.0,9.0,0.2,0.2,0.8,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.6666666666666666,3.3333333333333335,-2.6666666666666665,0.4,2.4,-2.0,1.0,1.7,-0.7,2.0,0.2,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,4,4,,-4,False
71,2026-06-28,Algeria,Austria,Group Stage,Group J,Arrowhead Stadium,scheduled,False,False,False,1571.033293,1597.404087,-26.370793999999933,0.46212208706609165,False,False,,,,,,,28.0,24.0,-4.0,1571.033293,1597.404087,-26.370793999999933,4.0,0.3333333333333333,10.0,0.6,20.0,0.6,0.2,0.2,4.0,0.3333333333333333,10.0,0.6,20.0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,2.3333333333333335,-0.6666666666666666,2.0,1.4,0.6,2.1,1.0,1.1,10.0,0.4,0.0,3.0,0.0,2.0,2.0,0.0,1.6,1.2,0.4,2.6,0.9,1.7,8.0,0.4,0.3999999999999999,0.19999999999999996,0.19999999999999996,0.0,2,0,1,1,0.0,-1.0,True,False,False,False,True,False,0,4,1,5,1,4,0,1,True
72,2026-06-28,Jordan,Argentina,Group Stage,Group J,AT&T Stadium,scheduled,False,False,False,1387.738222,1876.118331,-488.38010899999995,0.056714349524425854,False,False,,,,,,,63.0,1.0,-62.0,1387.738222,1876.118331,-488.38010899999995,0.0,0.0,1.0,0.0,11.0,0.3,0.2,0.8,9.0,1.0,15.0,1.0,30.0,1.0,0.0,0.0,-14.0,-1.0,0.8,1.0,3.0,0.0,0.6666666666666666,2.3333333333333335,-1.6666666666666667,1.0,2.6,-1.6,1.4,1.8,-0.4,5.0,0.0,3.0,2.0,0.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,2.6,0.2,2.4,2.9,0.2,2.7,13.0,0.8,-1.6,2.4,-4.0,-0.8,1,0,1,0,0.0,-2.0,True,False,False,False,True,False,0,4,1,5,1,5,0,0,True
73,2026-06-28,TBD_Team_A,TBD_Team_B,Round of 32,2A vs 2B,SoFi Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
74,2026-06-29,TBD_Team_A,TBD_Team_B,Round of 32,1C vs 2F,NRG Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
75,2026-06-29,TBD_Team_A,TBD_Team_B,Round of 32,1E vs 3ABCDF,Gillette Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
76,2026-06-30,TBD_Team_A,TBD_Team_B,Round of 32,1F vs 2C,Estadio BBVA,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
77,2026-06-30,TBD_Team_A,TBD_Team_B,Round of 32,2E vs 2I,AT&T Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
78,2026-06-30,TBD_Team_A,TBD_Team_B,Round of 32,1I vs 3CDFGH,MetLife Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
79,2026-07-01,TBD_Team_A,TBD_Team_B,Round of 32,1A vs 3CEFHI,Estadio Azteca,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
80,2026-07-01,TBD_Team_A,TBD_Team_B,Round of 32,1L vs 3EHIJK,Mercedes-Benz Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
81,2026-07-01,TBD_Team_A,TBD_Team_B,Round of 32,1G vs 3AEHIJ,Lumen Field,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
82,2026-07-02,TBD_Team_A,TBD_Team_B,Round of 32,1D vs 3BEFIJ,Levi's Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
83,2026-07-02,TBD_Team_A,TBD_Team_B,Round of 32,1H vs 2J,SoFi Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
84,2026-07-02,TBD_Team_A,TBD_Team_B,Round of 32,2K vs 2L,BMO Field,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
85,2026-07-03,TBD_Team_A,TBD_Team_B,Round of 32,1B vs 3EFGIJ,BC Place,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
86,2026-07-03,TBD_Team_A,TBD_Team_B,Round of 32,2D vs 2G,AT&T Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
87,2026-07-03,TBD_Team_A,TBD_Team_B,Round of 32,1J vs 2H,Hard Rock Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
88,2026-07-04,TBD_Team_A,TBD_Team_B,Round of 32,1K vs 3DEIJL,Arrowhead Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,1,5,,0,,0,,0,False
89,2026-07-04,TBD_Team_A,TBD_Team_B,Round of 16,W73 vs W75,NRG Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
90,2026-07-04,TBD_Team_A,TBD_Team_B,Round of 16,W74 vs W77,Lincoln Financial Field,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
91,2026-07-05,TBD_Team_A,TBD_Team_B,Round of 16,W76 vs W78,MetLife Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
92,2026-07-06,TBD_Team_A,TBD_Team_B,Round of 16,W79 vs W80,Estadio Azteca,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
93,2026-07-06,TBD_Team_A,TBD_Team_B,Round of 16,W83 vs W84,AT&T Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
94,2026-07-07,TBD_Team_A,TBD_Team_B,Round of 16,W81 vs W82,Lumen Field,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
95,2026-07-07,TBD_Team_A,TBD_Team_B,Round of 16,W86 vs W88,Mercedes-Benz Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
96,2026-07-07,TBD_Team_A,TBD_Team_B,Round of 16,W85 vs W87,BC Place,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,2,5,,0,,0,,0,False
97,2026-07-09,TBD_Team_A,TBD_Team_B,Quarterfinals,W89 vs W90,Gillette Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,3,5,,0,,0,,0,False
98,2026-07-10,TBD_Team_A,TBD_Team_B,Quarterfinals,W93 vs W94,SoFi Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,3,5,,0,,0,,0,False
99,2026-07-11,TBD_Team_A,TBD_Team_B,Quarterfinals,W91 vs W92,Hard Rock Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,3,5,,0,,0,,0,False
100,2026-07-12,TBD_Team_A,TBD_Team_B,Quarterfinals,W95 vs W100,Arrowhead Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,3,5,,0,,0,,0,False
101,2026-07-14,TBD_Team_A,TBD_Team_B,Semifinals,W97 vs W98,AT&T Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,4,5,,0,,0,,0,False
102,2026-07-15,TBD_Team_A,TBD_Team_B,Semifinals,W99 vs W100,Mercedes-Benz Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,4,5,,0,,0,,0,False
103,2026-07-18,TBD_Team_A,TBD_Team_B,Third Place Playoff,RU101 vs RU102,Hard Rock Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,False,False,5,4,,0,,0,,0,False
104,2026-07-19,TBD_Team_A,TBD_Team_B,Final,W101 vs W102,MetLife Stadium,scheduled,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,True,False,False,6,5,,0,,0,,0,False
